Latitude,Longitude,Area Type,Soil Type,Water Sources,Previous Crop,Land Acres,Cropping Type,Crop Category,Crop,Duration (Days),Investment (₹),Profit (₹)
23.6,85.83,Hilly,Inceptisol,Rainfed,Jackfruit,3.5,Perennial,Cash Crops,Jute,189,40694,98251
23.44,83.56,Hilly,Laterite,Irrigated,Mango+Lentil,0.6,Short-term,Oilseeds,Soybean,90,29320,61067
23.35,85.24,Plateau,Laterite,Irrigated,Maize,3.3,Short-term,Vegetables,Tomato,85,11911,44283
23.42,85.31,Plateau,Entisol,Irrigated,Cabbage,3.0,Perennial,Cash Crops,Cotton,310,46469,173977
24.21,85.59,Hilly,Inceptisol,Tube-well,Mango,4.2,Short-term,Oilseeds,Groundnut,100,25677,70996
24.39,85.94,Plain,Alfisol,Irrigated,Maize,2.9,Short-term,Pulses,Pigeon Pea,99,18779,49722
23.61,85.94,Plain,Alfisol,Rainfed,Sugarcane,2.1,Long-term,Cereals,Maize,136,7825,25694
24.36,83.66,Plain,Red Soil,Canal,Wheat,1.6,Mixed,Agroforestry,Timber+Paddy,224,51142,193325
23.48,85.55,Plain,Alfisol,Rainfed,Pigeon Pea,0.9,Long-term,Cash Crops,Coffee,172,34627,105345
23.71,85.12,Plain,Red Soil,Irrigated,Pea,2.9,Long-term,Vegetables,Ladyfinger,135,25747,78965
23.34,85.12,Plateau,Entisol,Tube-well,Rice+Lentil,4.5,Perennial,Cash Crops,Coffee,215,87626,233056
23.96,83.82,Plain,Red Soil,Irrigated,Sugarcane,2.8,Perennial,Cash Crops,Sugarcane,342,51752,136420
24.47,85.13,Hilly,Laterite,Canal,Paddy,3.8,Short-term,Pulses,Pea,111,6133,12619
23.91,85.96,Plain,Red Soil,Irrigated,Soybean,1.8,Long-term,Vegetables,Cabbage,135,22956,81886
23.54,85.78,Plain,Red Soil,Canal,Ladyfinger,2.5,Perennial,Cash Crops,Tea,335,44802,154375
23.97,84.6,Plain,Alfisol,Tube-well,Pigeon Pea,2.0,Short-term,Vegetables,Cauliflower,89,11106,26148
23.18,83.6,Plain,Alfisol,Rainfed,Tobacco,1.0,Short-term,Oilseeds,Groundnut,110,19180,46821
24.33,84.41,Plateau,Entisol,Rainfed,Mango,2.4,Mixed,Agroforestry,Timber+Paddy,227,77748,168593
23.75,85.57,Plateau,Laterite,Rainfed,Rice+Lentil,3.9,Perennial,Fruits,Litchi,290,34717,125375
23.67,85.25,Plain,Alfisol,Irrigated,Paddy,2.3,Long-term,Cereals,Sorghum,174,15484,48117
23.88,84.65,Hilly,Inceptisol,Rainfed,Rice,3.4,Short-term,Vegetables,Cauliflower,93,10496,40938
23.94,83.64,Hilly,Inceptisol,Rainfed,Pea,3.9,Mixed,Agroforestry,Maize+Mustard,214,48310,173027
23.11,84.57,Plateau,Laterite,Rainfed,Potato,2.0,Mixed,Agroforestry,Mango+Lentil,188,63577,216797
24.02,84.67,Plateau,Laterite,Tube-well,Soybean,4.1,Short-term,Vegetables,Onion,85,23479,58141
23.36,85.82,Hilly,Laterite,Irrigated,Guava,2.0,Perennial,Fruits,Mango,325,20309,56791
24.07,85.1,Hilly,Inceptisol,Rainfed,Guava,1.7,Long-term,Cereals,Rice,164,16040,54787
24.23,84.28,Plateau,Entisol,Rainfed,Gram,1.5,Long-term,Cereals,Paddy,140,8681,26218
24.21,84.81,Plain,Alfisol,Rainfed,Cauliflower,1.4,Mixed,Agroforestry,Maize+Mustard,304,67314,162569
23.83,83.67,Hilly,Laterite,Rainfed,Niger,3.8,Short-term,Cereals,Barley,94,14041,52295
23.78,85.93,Plateau,Entisol,Rainfed,Maize,4.5,Perennial,Cash Crops,Tea,209,80587,283435
23.21,84.4,Plateau,Laterite,Tube-well,Soybean,1.5,Long-term,Cash Crops,Tea,176,62478,186450
24.16,84.69,Hilly,Laterite,Tube-well,Tea,0.9,Mixed,Agroforestry,Rice+Lentil,196,55194,185917
23.41,84.39,Hilly,Laterite,Rainfed,Millets,1.9,Mixed,Agroforestry,Rice+Lentil,264,32909,97153
23.75,85.21,Plain,Red Soil,Rainfed,Timber+Paddy,3.5,Long-term,Cereals,Maize,122,11826,30447
23.43,85.16,Hilly,Inceptisol,Rainfed,Sesame,2.2,Perennial,Fruits,Litchi,252,16369,41282
23.2,85.29,Hilly,Inceptisol,Rainfed,Tobacco,3.0,Long-term,Vegetables,Cabbage,137,10192,40304
23.94,84.17,Hilly,Laterite,Rainfed,Niger,3.8,Short-term,Oilseeds,Sunflower,118,10320,37557
23.08,84.29,Plateau,Entisol,Rainfed,Guava,2.3,Short-term,Pulses,Lentil,91,16180,47730
24.12,83.81,Plateau,Laterite,Rainfed,Green Gram,5.0,Long-term,Fruits,Guava,178,20136,51563
23.48,85.14,Plain,Alfisol,Irrigated,Rice+Lentil,1.8,Short-term,Pulses,Green Gram,98,19347,41278
23.0,83.6,Hilly,Inceptisol,Irrigated,Black Gram,4.9,Perennial,Fruits,Mango,225,40743,94805
23.77,84.99,Hilly,Laterite,Irrigated,Cotton,1.4,Short-term,Vegetables,Cabbage,114,28736,72322
23.07,85.67,Hilly,Laterite,Rainfed,Black Gram,1.0,Long-term,Cereals,Paddy,139,12315,40376
23.41,85.73,Plain,Red Soil,Tube-well,Cauliflower,3.9,Perennial,Fruits,Papaya,331,32203,80401
24.06,84.62,Hilly,Laterite,Tube-well,Sorghum,3.7,Perennial,Fruits,Litchi,255,22902,68563
23.09,84.65,Plateau,Entisol,Rainfed,Tea,4.2,Short-term,Oilseeds,Soybean,106,13278,27515
24.26,83.69,Hilly,Laterite,Rainfed,Mustard,2.0,Short-term,Pulses,Green Gram,115,14535,50224
23.01,85.18,Plateau,Entisol,Irrigated,Sunflower,4.7,Long-term,Oilseeds,Groundnut,123,28305,108476
23.37,85.55,Plateau,Laterite,Rainfed,Maize,1.0,Long-term,Vegetables,Tomato,139,12868,29696
24.11,84.11,Plain,Alfisol,Rainfed,Tobacco,0.6,Short-term,Pulses,Gram,104,7505,20106
23.47,84.55,Plain,Red Soil,Irrigated,Brinjal,1.9,Short-term,Pulses,Lentil,115,6108,14895
23.15,85.6,Plateau,Entisol,Irrigated,Green Gram,4.1,Perennial,Cash Crops,Sugarcane,293,98617,314018
23.54,85.69,Plateau,Entisol,Rainfed,Lentil,3.5,Short-term,Pulses,Green Gram,118,19577,77875
23.41,84.11,Plain,Alfisol,Irrigated,Potato,2.5,Perennial,Fruits,Mango,218,48439,151845
24.26,84.88,Plain,Red Soil,Tube-well,Mango+Lentil,1.7,Perennial,Fruits,Litchi,218,43843,108118
23.47,83.98,Plain,Red Soil,Rainfed,Gram,0.8,Long-term,Cereals,Wheat,122,8477,24078
24.18,83.75,Plateau,Laterite,Irrigated,Sunflower,2.0,Short-term,Oilseeds,Mustard,96,22702,80993
24.34,85.78,Plain,Red Soil,Rainfed,Groundnut,2.6,Short-term,Vegetables,Potato,95,20939,60642
23.65,85.55,Hilly,Inceptisol,Rainfed,Groundnut,3.6,Mixed,Agroforestry,Mango+Lentil,292,73700,238665
24.36,85.4,Plateau,Entisol,Irrigated,Banana,3.4,Short-term,Pulses,Black Gram,90,14316,50331
23.57,83.62,Plain,Alfisol,Rainfed,Groundnut,4.8,Short-term,Pulses,Pea,95,15846,40356
24.45,85.61,Hilly,Laterite,Rainfed,Mustard,1.0,Mixed,Agroforestry,Maize+Mustard,322,52124,129994
23.13,84.6,Plain,Alfisol,Rainfed,Tobacco,2.0,Short-term,Pulses,Gram,108,16763,56285
24.03,84.36,Plateau,Entisol,Irrigated,Tomato,2.7,Perennial,Fruits,Papaya,354,20797,66615
23.74,84.87,Plain,Red Soil,Irrigated,Mango+Lentil,3.5,Perennial,Cash Crops,Tea,267,62500,234266
23.58,83.73,Hilly,Laterite,Rainfed,Cotton,2.7,Mixed,Agroforestry,Mango+Lentil,324,51951,144596
23.95,85.39,Hilly,Inceptisol,Irrigated,Papaya,4.6,Perennial,Fruits,Guava,319,26021,73241
24.06,84.96,Plain,Red Soil,Rainfed,Maize,3.2,Long-term,Fruits,Papaya,176,33371,104291
23.01,83.97,Plain,Red Soil,Irrigated,Pea,0.7,Mixed,Agroforestry,Timber+Paddy,359,52824,178241
23.25,83.97,Hilly,Laterite,Rainfed,Tomato,1.0,Mixed,Agroforestry,Timber+Paddy,190,37097,144913
24.07,83.96,Plain,Red Soil,Irrigated,Wheat,3.9,Mixed,Agroforestry,Banana+Pea,236,23354,64620
24.0,83.64,Plateau,Entisol,Tube-well,Mango,3.7,Perennial,Fruits,Banana,270,25760,56288
24.45,84.97,Plateau,Entisol,Tube-well,Jackfruit,1.2,Mixed,Agroforestry,Banana+Pea,182,32431,83188
24.14,85.6,Hilly,Inceptisol,Rainfed,Pea,0.8,Short-term,Oilseeds,Sesame,90,8671,19803
24.43,83.54,Hilly,Inceptisol,Canal,Maize+Mustard,3.1,Short-term,Pulses,Lentil,109,15257,35638
24.05,83.62,Hilly,Inceptisol,Rainfed,Sunflower,3.4,Perennial,Fruits,Mango,309,33665,96535
23.45,84.93,Plateau,Laterite,Tube-well,Sugarcane,1.1,Short-term,Vegetables,Ladyfinger,76,18700,38428
23.16,85.55,Hilly,Inceptisol,Rainfed,Millets,2.6,Long-term,Cereals,Sorghum,120,9594,33799
24.17,84.32,Plain,Alfisol,Rainfed,Rice+Lentil,1.9,Short-term,Oilseeds,Niger,118,27813,103379
23.97,84.37,Plain,Red Soil,Rainfed,Sesame,4.7,Perennial,Fruits,Papaya,364,23597,57074
23.07,84.99,Hilly,Laterite,Rainfed,Lentil,1.5,Short-term,Pulses,Gram,102,6146,24258
23.54,84.19,Hilly,Laterite,Irrigated,Gram,3.8,Long-term,Cereals,Maize,126,17601,40551
24.44,83.57,Hilly,Inceptisol,Tube-well,Onion,2.8,Perennial,Fruits,Jackfruit,354,35824,136192
23.75,85.34,Plain,Red Soil,Irrigated,Litchi,0.6,Long-term,Cereals,Millets,129,13872,28118
23.65,85.06,Plateau,Laterite,Irrigated,Timber+Paddy,2.8,Short-term,Pulses,Green Gram,88,18329,50496
23.69,84.95,Plain,Red Soil,Irrigated,Sorghum,0.9,Long-term,Vegetables,Potato,131,8805,23962
23.31,85.35,Plain,Alfisol,Rainfed,Tomato,3.5,Mixed,Agroforestry,Timber+Paddy,363,32716,73497
23.55,85.19,Hilly,Laterite,Rainfed,Banana,3.0,Perennial,Fruits,Guava,191,13449,27330
23.55,84.01,Plain,Red Soil,Rainfed,Maize+Mustard,0.5,Short-term,Oilseeds,Soybean,99,13191,34890
23.08,84.38,Hilly,Inceptisol,Rainfed,Rice,1.4,Perennial,Fruits,Guava,270,11365,29526
24.15,83.82,Plain,Red Soil,Rainfed,Maize+Mustard,4.0,Mixed,Agroforestry,Timber+Paddy,188,17232,53783
23.62,83.82,Hilly,Inceptisol,Rainfed,Brinjal,1.7,Long-term,Vegetables,Tomato,133,12445,40063
24.23,85.19,Hilly,Inceptisol,Rainfed,Green Gram,2.7,Short-term,Cereals,Sorghum,99,13168,37755
24.28,85.65,Plain,Red Soil,Rainfed,Groundnut,1.9,Perennial,Fruits,Guava,288,37156,111677
23.32,85.91,Plain,Alfisol,Tube-well,Ladyfinger,4.6,Perennial,Cash Crops,Cotton,295,92771,247508
23.99,85.07,Plateau,Laterite,Rainfed,Litchi,2.9,Mixed,Agroforestry,Rice+Lentil,313,62082,235466
23.71,83.96,Hilly,Laterite,Irrigated,Rice,3.6,Long-term,Cereals,Millets,149,13303,33212
24.32,83.76,Hilly,Laterite,Irrigated,Sunflower,0.9,Short-term,Vegetables,Tomato,99,28779,68224
23.32,85.53,Plain,Red Soil,Irrigated,Groundnut,0.7,Short-term,Vegetables,Onion,77,18082,66982
24.02,84.95,Hilly,Inceptisol,Rainfed,Coffee,1.7,Short-term,Cereals,Wheat,119,19306,69561
23.91,85.05,Hilly,Laterite,Rainfed,Pea,1.9,Short-term,Oilseeds,Niger,109,29997,95864
23.44,85.45,Hilly,Laterite,Rainfed,Tobacco,3.6,Short-term,Pulses,Pigeon Pea,107,6346,21512
23.2,85.26,Plateau,Laterite,Rainfed,Litchi,3.1,Mixed,Agroforestry,Maize+Mustard,359,52380,167044
23.98,85.59,Plain,Alfisol,Rainfed,Pea,2.2,Long-term,Vegetables,Cabbage,134,21107,47672
24.11,83.64,Plain,Alfisol,Irrigated,Cotton,3.4,Perennial,Fruits,Banana,261,14902,54293
23.47,85.37,Plateau,Laterite,Irrigated,Millets,1.2,Long-term,Cereals,Rice,132,7043,17462
23.97,85.63,Plateau,Entisol,Irrigated,Banana,0.8,Perennial,Fruits,Mango,216,27007,104213
23.59,84.22,Plain,Alfisol,Rainfed,Banana,4.3,Perennial,Fruits,Guava,193,48208,129680
24.07,85.1,Hilly,Laterite,Rainfed,Green Gram,3.0,Mixed,Agroforestry,Timber+Paddy,210,48683,181087
23.3,84.29,Plain,Red Soil,Canal,Mango+Lentil,3.4,Long-term,Oilseeds,Soybean,123,9179,28805
24.34,85.89,Plain,Red Soil,Rainfed,Black Gram,1.9,Mixed,Agroforestry,Mango+Lentil,255,61641,163195
23.43,83.58,Plain,Red Soil,Irrigated,Maize+Mustard,2.2,Mixed,Agroforestry,Timber+Paddy,260,62344,246355
23.55,84.95,Plain,Red Soil,Irrigated,Wheat,0.9,Perennial,Fruits,Litchi,232,11589,42048
23.09,83.92,Plateau,Entisol,Rainfed,Gram,4.4,Long-term,Oilseeds,Mustard,129,16803,61256
23.17,85.28,Hilly,Laterite,Rainfed,Timber+Paddy,3.2,Short-term,Pulses,Lentil,86,15392,35281
23.77,83.94,Plain,Red Soil,Rainfed,Lentil,0.9,Long-term,Vegetables,Cabbage,136,18328,58294
23.4,84.09,Plain,Red Soil,Rainfed,Gram,4.1,Mixed,Agroforestry,Maize+Mustard,351,71235,271066
24.25,84.74,Plateau,Laterite,Rainfed,Maize,2.5,Perennial,Fruits,Banana,314,40235,142658
23.02,85.79,Plain,Red Soil,Rainfed,Lentil,3.9,Long-term,Cereals,Rice,143,13346,27838
23.57,84.03,Hilly,Inceptisol,Rainfed,Green Gram,0.6,Mixed,Agroforestry,Maize+Mustard,219,17216,61847
23.51,83.86,Plain,Red Soil,Irrigated,Lentil,0.6,Short-term,Pulses,Lentil,94,6516,24274
23.03,85.4,Hilly,Inceptisol,Canal,Litchi,1.3,Short-term,Pulses,Lentil,114,6526,24854
23.19,84.75,Plain,Red Soil,Rainfed,Onion,1.4,Short-term,Cereals,Maize,110,11520,36646
23.62,85.78,Plain,Red Soil,Tube-well,Gram,3.9,Perennial,Cash Crops,Cotton,234,67624,213633
23.74,83.87,Plain,Red Soil,Tube-well,Litchi,3.7,Short-term,Cereals,Sorghum,93,11640,30025
23.61,85.11,Plain,Alfisol,Tube-well,Litchi,3.3,Mixed,Agroforestry,Maize+Mustard,334,45222,100084
23.8,84.08,Hilly,Laterite,Canal,Sunflower,4.5,Mixed,Agroforestry,Banana+Pea,242,78420,311477
23.89,83.89,Hilly,Laterite,Rainfed,Niger,1.6,Mixed,Agroforestry,Rice+Lentil,339,57024,171695
23.01,85.21,Plain,Red Soil,Rainfed,Maize,4.6,Long-term,Cereals,Paddy,155,8871,33695
23.7,84.98,Plain,Red Soil,Irrigated,Guava,4.6,Perennial,Fruits,Banana,322,22546,85618
24.45,85.39,Hilly,Laterite,Irrigated,Pea,2.5,Long-term,Oilseeds,Soybean,127,26870,78465
23.78,84.27,Hilly,Laterite,Canal,Papaya,0.9,Perennial,Cash Crops,Sugarcane,359,51879,186312
24.02,84.62,Plateau,Laterite,Tube-well,Maize+Mustard,3.8,Perennial,Cash Crops,Tobacco,292,98771,202731
23.47,84.51,Hilly,Inceptisol,Irrigated,Sesame,2.0,Perennial,Cash Crops,Tea,319,97508,300514
24.16,85.96,Hilly,Laterite,Rainfed,Black Gram,4.1,Short-term,Pulses,Pea,93,16583,37706
24.16,84.23,Hilly,Laterite,Rainfed,Brinjal,1.2,Short-term,Pulses,Green Gram,94,18596,68577
23.78,84.24,Plateau,Laterite,Rainfed,Pigeon Pea,2.9,Short-term,Oilseeds,Groundnut,92,14818,54144
24.46,84.39,Plateau,Entisol,Irrigated,Lentil,2.8,Short-term,Oilseeds,Soybean,95,17037,38259
23.19,84.91,Plain,Alfisol,Irrigated,Cauliflower,1.0,Short-term,Oilseeds,Mustard,102,27999,62803
23.03,84.13,Plain,Red Soil,Canal,Onion,2.1,Perennial,Cash Crops,Cotton,206,53761,186763
24.16,85.79,Plain,Alfisol,Irrigated,Onion,0.9,Long-term,Cereals,Millets,152,15315,57624
24.21,84.16,Hilly,Laterite,Tube-well,Lentil,2.6,Long-term,Oilseeds,Groundnut,122,20793,68128
23.18,85.74,Plateau,Laterite,Irrigated,Black Gram,4.3,Mixed,Agroforestry,Maize+Mustard,192,54814,125265
23.4,83.76,Hilly,Inceptisol,Canal,Pigeon Pea,1.7,Short-term,Vegetables,Cabbage,92,24989,93864
23.03,85.14,Plain,Red Soil,Rainfed,Tobacco,3.9,Short-term,Vegetables,Cabbage,108,17256,35029
23.44,85.77,Plateau,Entisol,Canal,Banana,1.3,Mixed,Agroforestry,Maize+Mustard,278,29676,112311
24.16,83.92,Plateau,Entisol,Irrigated,Gram,3.5,Long-term,Vegetables,Onion,139,10308,25408
23.78,85.92,Plain,Alfisol,Rainfed,Pea,4.6,Short-term,Oilseeds,Sunflower,114,16268,51229
23.52,84.63,Hilly,Laterite,Rainfed,Onion,2.0,Long-term,Fruits,Banana,166,14439,44249
23.56,85.86,Hilly,Laterite,Tube-well,Tea,4.6,Long-term,Vegetables,Onion,147,14389,57353
23.0,85.19,Plateau,Laterite,Rainfed,Banana+Pea,2.8,Perennial,Fruits,Jackfruit,222,27229,79726
23.45,84.25,Plateau,Laterite,Rainfed,Lentil,1.9,Short-term,Cereals,Rice,114,6332,23893
23.97,83.97,Hilly,Laterite,Rainfed,Mango+Lentil,4.5,Perennial,Fruits,Litchi,231,46062,141612
24.46,84.26,Hilly,Laterite,Irrigated,Gram,0.6,Perennial,Cash Crops,Tea,315,86030,307774
24.27,83.73,Plateau,Laterite,Canal,Maize,0.6,Mixed,Agroforestry,Rice+Lentil,272,29722,107768
23.04,83.86,Hilly,Inceptisol,Rainfed,Sesame,3.2,Long-term,Oilseeds,Niger,125,29467,111646
24.35,83.76,Plain,Red Soil,Rainfed,Jute,4.1,Short-term,Pulses,Lentil,119,19205,40011
24.17,84.56,Plateau,Laterite,Tube-well,Sunflower,3.9,Short-term,Vegetables,Tomato,89,22794,75736
24.17,85.49,Plain,Red Soil,Irrigated,Tea,0.9,Perennial,Fruits,Banana,221,26026,83149
23.69,83.85,Plain,Alfisol,Canal,Banana,4.8,Mixed,Agroforestry,Maize+Mustard,245,36858,77048
23.6,83.83,Plateau,Entisol,Rainfed,Soybean,3.7,Short-term,Pulses,Pea,98,9815,21807
23.45,85.11,Plateau,Entisol,Rainfed,Niger,4.8,Short-term,Oilseeds,Niger,115,16727,47986
23.1,83.99,Hilly,Laterite,Rainfed,Cabbage,2.0,Long-term,Fruits,Jackfruit,167,34708,85372
23.34,83.74,Plain,Alfisol,Irrigated,Millets,3.6,Mixed,Agroforestry,Rice+Lentil,184,78756,260762
23.37,83.92,Plain,Alfisol,Rainfed,Paddy,4.4,Perennial,Fruits,Banana,314,32428,68945
23.73,85.81,Plain,Red Soil,Rainfed,Lentil,2.2,Perennial,Fruits,Jackfruit,325,48273,171024
24.12,85.55,Plain,Red Soil,Rainfed,Tomato,4.8,Long-term,Cereals,Maize,124,7258,23618
23.71,84.39,Plateau,Laterite,Rainfed,Coffee,1.7,Long-term,Oilseeds,Mustard,127,18768,63264
23.09,85.14,Plain,Alfisol,Canal,Pigeon Pea,1.9,Short-term,Oilseeds,Niger,92,18333,68968
24.44,84.84,Hilly,Laterite,Rainfed,Wheat,4.6,Short-term,Oilseeds,Groundnut,111,14120,30717
24.41,85.19,Plain,Red Soil,Irrigated,Cabbage,4.9,Mixed,Agroforestry,Maize+Mustard,240,47810,134217
24.18,85.21,Plateau,Laterite,Tube-well,Tea,1.8,Short-term,Pulses,Pigeon Pea,90,11849,30384
24.49,85.07,Plain,Red Soil,Rainfed,Barley,1.1,Perennial,Cash Crops,Cotton,240,70029,174712
23.82,84.17,Plain,Red Soil,Irrigated,Paddy,3.9,Perennial,Fruits,Mango,186,32424,72300
24.44,83.6,Plain,Red Soil,Tube-well,Millets,4.7,Mixed,Agroforestry,Mango+Lentil,309,56207,222170
23.11,84.64,Hilly,Inceptisol,Tube-well,Cabbage,3.2,Short-term,Oilseeds,Soybean,103,17380,68881
23.55,85.73,Hilly,Laterite,Rainfed,Pea,3.4,Perennial,Fruits,Jackfruit,362,14965,30098
23.34,84.92,Hilly,Inceptisol,Rainfed,Maize+Mustard,3.9,Long-term,Cereals,Barley,170,6932,14057
23.29,85.58,Hilly,Inceptisol,Rainfed,Tomato,1.2,Mixed,Agroforestry,Timber+Paddy,188,52782,178978
23.21,85.98,Plain,Red Soil,Irrigated,Banana,4.9,Mixed,Agroforestry,Banana+Pea,308,18373,61895
23.93,83.91,Hilly,Inceptisol,Irrigated,Brinjal,2.1,Short-term,Pulses,Pea,116,8537,24998
24.17,85.23,Hilly,Inceptisol,Irrigated,Jute,3.3,Short-term,Vegetables,Cabbage,74,28316,86327
23.87,85.19,Plain,Alfisol,Rainfed,Rice,2.6,Mixed,Agroforestry,Maize+Mustard,224,16610,50208
23.22,85.95,Plain,Red Soil,Rainfed,Papaya,2.6,Mixed,Agroforestry,Banana+Pea,222,41759,139143
24.22,85.96,Plain,Alfisol,Irrigated,Lentil,3.7,Short-term,Cereals,Maize,100,5155,18470
23.95,85.22,Plain,Alfisol,Rainfed,Lentil,5.0,Mixed,Agroforestry,Maize+Mustard,251,75261,166425
23.58,84.11,Hilly,Inceptisol,Irrigated,Cabbage,3.5,Perennial,Cash Crops,Tea,284,53217,201395
24.01,85.5,Plain,Alfisol,Rainfed,Wheat,4.1,Long-term,Cash Crops,Cotton,152,53837,111691
23.39,83.77,Plain,Red Soil,Rainfed,Groundnut,0.6,Long-term,Fruits,Guava,164,23867,66403
23.52,85.45,Plain,Red Soil,Rainfed,Maize+Mustard,4.1,Long-term,Vegetables,Ladyfinger,145,19932,50849
24.38,85.78,Plateau,Entisol,Rainfed,Millets,1.8,Perennial,Cash Crops,Tea,311,93071,354802
23.44,84.46,Plateau,Laterite,Rainfed,Green Gram,1.1,Mixed,Agroforestry,Maize+Mustard,231,19149,76227
23.7,85.08,Plain,Red Soil,Rainfed,Sugarcane,1.0,Perennial,Fruits,Jackfruit,331,13212,42071
24.34,84.58,Plain,Alfisol,Rainfed,Niger,3.6,Short-term,Oilseeds,Mustard,91,22929,72923
24.06,84.59,Plain,Red Soil,Rainfed,Soybean,5.0,Mixed,Agroforestry,Mango+Lentil,257,46285,135016
23.09,84.28,Hilly,Laterite,Rainfed,Sugarcane,3.5,Long-term,Cereals,Barley,132,13162,37511
23.22,85.41,Plain,Alfisol,Irrigated,Pea,1.7,Perennial,Cash Crops,Jute,285,86082,339733
23.01,85.84,Hilly,Inceptisol,Rainfed,Rice,1.4,Mixed,Agroforestry,Timber+Paddy,251,49736,195607
23.95,85.85,Hilly,Laterite,Irrigated,Black Gram,2.9,Perennial,Fruits,Guava,215,33376,111720
23.67,83.94,Plateau,Laterite,Irrigated,Banana+Pea,0.8,Short-term,Cereals,Rice,116,15277,56919
23.2,85.69,Plain,Red Soil,Irrigated,Papaya,2.3,Short-term,Vegetables,Potato,119,19622,55832
24.44,85.34,Plateau,Laterite,Tube-well,Sunflower,3.5,Long-term,Cereals,Millets,142,19375,66820
23.79,84.13,Plateau,Entisol,Rainfed,Sorghum,4.9,Short-term,Pulses,Black Gram,119,12837,30411
23.36,83.67,Plain,Alfisol,Irrigated,Papaya,2.4,Short-term,Pulses,Pigeon Pea,111,15839,35875
23.75,84.17,Plain,Alfisol,Tube-well,Paddy,1.4,Perennial,Cash Crops,Sugarcane,238,51519,166424
24.02,85.78,Plain,Alfisol,Canal,Green Gram,4.2,Long-term,Cash Crops,Cotton,173,91842,196257
23.11,85.08,Plain,Alfisol,Rainfed,Barley,3.8,Long-term,Cereals,Paddy,153,15272,47485
23.41,85.3,Plain,Red Soil,Rainfed,Millets,4.4,Long-term,Oilseeds,Mustard,122,28675,73474
24.21,84.14,Hilly,Laterite,Rainfed,Cotton,1.5,Perennial,Cash Crops,Tea,228,31164,95029
23.69,85.3,Hilly,Inceptisol,Irrigated,Paddy,2.3,Short-term,Vegetables,Brinjal,99,27305,66108
23.82,83.57,Plateau,Entisol,Irrigated,Banana,4.9,Perennial,Cash Crops,Tea,289,32015,78631
23.65,84.44,Plain,Alfisol,Rainfed,Pea,1.2,Long-term,Cash Crops,Coffee,172,60975,163470
23.07,85.07,Plateau,Laterite,Irrigated,Sorghum,3.5,Perennial,Cash Crops,Tobacco,283,20118,68874
23.25,83.87,Plain,Red Soil,Irrigated,Maize,1.6,Short-term,Pulses,Black Gram,89,19765,57405
23.67,85.56,Plateau,Laterite,Rainfed,Onion,2.8,Long-term,Cereals,Rice,168,13705,43349
23.31,84.09,Plain,Alfisol,Canal,Brinjal,4.1,Short-term,Vegetables,Potato,80,13631,46995
23.07,85.13,Plain,Alfisol,Irrigated,Mango,2.7,Short-term,Vegetables,Cauliflower,71,11716,46570
24.27,84.51,Plateau,Entisol,Rainfed,Mustard,4.1,Short-term,Vegetables,Cabbage,73,13273,35243
24.47,84.99,Plain,Alfisol,Irrigated,Tobacco,2.4,Long-term,Fruits,Banana,175,35414,141082
24.19,83.77,Hilly,Inceptisol,Rainfed,Jackfruit,5.0,Perennial,Fruits,Mango,321,48169,192270
24.28,83.54,Hilly,Laterite,Irrigated,Brinjal,2.5,Short-term,Oilseeds,Groundnut,112,11963,37780
23.36,85.77,Hilly,Inceptisol,Tube-well,Maize+Mustard,1.2,Perennial,Cash Crops,Tobacco,194,47166,137706
24.44,84.17,Hilly,Laterite,Canal,Coffee,2.3,Perennial,Fruits,Litchi,209,22286,73807
23.3,85.55,Plateau,Laterite,Rainfed,Maize,3.8,Long-term,Vegetables,Cabbage,131,21721,82676
24.43,86.0,Plain,Red Soil,Rainfed,Jute,4.3,Mixed,Agroforestry,Rice+Lentil,267,53258,119359
24.49,84.03,Hilly,Laterite,Rainfed,Green Gram,2.6,Short-term,Vegetables,Cauliflower,113,8218,16969
24.07,84.16,Plateau,Laterite,Irrigated,Cotton,3.2,Short-term,Pulses,Green Gram,80,9341,23764
24.47,85.16,Plain,Alfisol,Rainfed,Cauliflower,4.3,Long-term,Cereals,Paddy,158,14916,56613
23.85,85.91,Plain,Alfisol,Irrigated,Rice,4.2,Short-term,Pulses,Pea,89,14240,52881
23.39,85.79,Plateau,Entisol,Rainfed,Black Gram,3.5,Mixed,Agroforestry,Rice+Lentil,339,79305,177116
23.66,84.76,Hilly,Laterite,Rainfed,Gram,4.2,Short-term,Pulses,Green Gram,110,11696,27373
23.89,85.49,Hilly,Laterite,Rainfed,Niger,3.1,Short-term,Oilseeds,Niger,105,15707,46936
23.11,83.84,Plain,Red Soil,Tube-well,Lentil,0.5,Short-term,Pulses,Black Gram,113,18366,70978
23.93,85.94,Hilly,Laterite,Irrigated,Banana,0.7,Long-term,Cereals,Millets,131,9870,31686
24.47,85.91,Plain,Red Soil,Rainfed,Mustard,4.9,Short-term,Oilseeds,Mustard,95,16339,54980
23.29,83.91,Hilly,Laterite,Rainfed,Mango,1.2,Short-term,Oilseeds,Sunflower,111,8596,32026
24.19,84.25,Plateau,Entisol,Irrigated,Sesame,2.3,Short-term,Oilseeds,Niger,119,24032,51382
24.36,83.75,Plain,Red Soil,Rainfed,Timber+Paddy,4.7,Mixed,Agroforestry,Mango+Lentil,233,73590,221673
